Date_Time,Test_Time(s),Step_Time(s),Step_Index,Voltage(V),Current(A),Surface_Temp(degC)
2019-09-05 02:01:41.274,11721.537967999999,1973.0002,5,3.122800827026367,-2.500368595123291,25.53072166442871
2019-09-05 02:01:42.275,11722.539068,1974.0013,5,3.1226871013641357,-2.5003862380981445,25.501906412294566
2019-09-05 02:01:43.275,11723.538868,1975.0011,5,3.122776508331299,-2.500372886657715,25.501903533935547
2019-09-05 02:01:44.274,11724.538568,1976.0008,5,3.1226532459259033,-2.5003552436828613,25.501903533935547
2019-09-05 02:01:45.275,11725.538967999999,1977.0012,5,3.1226253509521484,-2.5003833770751953,25.532575607299805
2019-09-05 02:01:46.274,11726.538068,1978.0003,5,3.1226861476898193,-2.5003833770751953,25.532575607299805
2019-09-05 02:01:47.275,11727.538768,1979.001,5,3.1224987506866455,-2.5003485679626465,25.532575607299805
2019-09-05 02:01:48.274,11728.538168,1980.0004,5,3.1224803924560547,-2.5003514289855957,25.484536209892745
2019-09-05 02:01:49.275,11729.538967999999,1981.0012,5,3.1226394176483154,-2.5003628730773926,25.48453140258789
2019-09-05 02:01:50.274,11730.538168,1982.0004,5,3.1224780082702637,-2.5003747940063477,25.48453140258789
2019-09-05 02:01:51.275,11731.538967999999,1983.0012,5,3.1224727630615234,-2.500368595123291,25.516453414354448
2019-09-05 02:01:52.274,11732.538467999999,1984.0007,5,3.122497081756592,-2.500359058380127,25.516456604003906
2019-09-05 02:01:53.274,11733.538268,1985.0005,5,3.122405767440796,-2.500354290008545,25.493812918508038
2019-09-05 02:01:54.274,11734.538568,1986.0008,5,3.122371196746826,-2.5003628730773926,25.493810653686523
2019-09-05 02:01:55.275,11735.538568,1987.0008,5,3.122424840927124,-2.5003628730773926,25.493810653686523
2019-09-05 02:01:56.274,11736.538168,1988.0004,5,3.122225284576416,-2.5003890991210938,25.495986720782774
2019-09-05 02:01:57.275,11737.538768,1989.001,5,3.122236490249634,-2.5003609657287598,25.495986938476562
2019-09-05 02:01:58.275,11738.538967999999,1990.0012,5,3.1223866939544678,-2.500357151031494,25.495986938476562
2019-09-05 02:01:59.274,11739.538168,1991.0004,5,3.1220316886901855,-2.500363826751709,25.496622022005727
2019-09-05 02:02:00.275,11740.538668,1992.0009,5,3.1221601963043213,-2.500372886657715,25.49662208557129
2019-09-05 02:02:01.275,11741.538967999999,1993.0012,5,3.121835708618164,-2.500366687774658,25.49662208557129
2019-09-05 02:02:02.274,11742.538168,1994.0004,5,3.122083902359009,-2.500359058380127,25.48360573382966
2019-09-05 02:02:03.275,11743.538668,1995.0009,5,3.121938943862915,-2.5003552436828613,25.483604431152344
2019-09-05 02:02:04.274,11744.538168,1996.0004,5,3.1219406127929688,-2.500377655029297,25.483604431152344
2019-09-05 02:02:05.274,11745.538068,1997.0003,5,3.1218814849853516,-2.5003767013549805,25.48264513073927
2019-09-05 02:02:06.274,11746.538168,1998.0004,5,3.1218209266662598,-2.5003786087036133,25.48264503479004
2019-09-05 02:02:07.275,11747.538668,1999.0009,5,3.121638536453247,-2.500363826751709,25.48264503479004
2019-09-05 02:02:08.275,11748.538668,2000.0009,5,3.121955394744873,-2.5003738403320312,25.527328491210938
2019-09-05 02:02:09.275,11749.538568,2001.0008,5,3.12168550491333,-2.500375747680664,25.527328491210938
2019-09-05 02:02:10.274,11750.538368,2002.0006,5,3.1217305660247803,-2.500357151031494,25.527328491210938
2019-09-05 02:02:11.274,11751.538268,2003.0005,5,3.121713161468506,-2.500354290008545,25.5142822265625
2019-09-05 02:02:12.274,11752.538467999999,2004.0007,5,3.1216306686401367,-2.500354290008545,25.5142822265625
2019-09-05 02:02:13.274,11753.538467999999,2005.0007,5,3.121593475341797,-2.500359058380127,25.490737915039062
